COORD_OP_METHOD_CODE,COORD_OP_METHOD_NAME,REVERSE_OP,"FORMULA",EXAMPLE,REMARKS,"INFORMATION_SOURCE",DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
9640,Degree representation conversion: DM to DMSH,1,"In the formulas that follow, the coordinate strings are symbolically represented as follows:

deg                     decimal degrees
adeg                   absolute value of decimal degrees
ideg                     integer degrees
sdeg                   signed integer degree
min                      real-number minutes
imin                      integer minutes
sec                      real-number seconds
lathem, lonhem    hemisphere abbreviation


Forward calculation from DM representation to DMSH representation:

ideg = ABS(sdeg)

imin = INT(min)
sec = (min - imin) * 60

If lat_sdeg < 0, lathem = S else lathem = N
If lon_sdeg < 0, lonhem = W else lathem = E


Reverse calculation from DMSH representation to DM representation:
sdeg = ideg * H
where for latitude, H = 1 if lathem = N and H = -1 if lathem = S
and for longitude  H = 1 if lonhem = E and H = -1 if lonhem = W

Then
min = imin + (sec / 60)","Source CRS = WGS 84 (DM) (CRS code 63266408).
Latitude = 35°45.153’, longitude = -85°12.249’

Target CRS in DMSH = WGS 84 (CRS code 4326)
Latitude = 35°45’09.18""N, longitude =  85°12’14.94""W",Applies to 2D and the horizontal component of 3D ellipsoidal  systems.,"EPSG guidance note #7.",EPSG,22-11-2002,NaN,1
9641,Degree representation conversion: DMH to DMSH,1,"In the formulas that follow, the coordinate strings are symbolically represented as follows:

deg                     decimal degrees
adeg                   absolute value of decimal degrees
ideg                     integer degrees
sdeg                   signed integer degree
min                      real-number minutes
imin                      integer minutes
sec                      real-number seconds
lathem, lonhem    hemisphere abbreviation


The degree and hemisphere parameters remain unchanged in this conversion (both forward and reverse) and also retain their position in their respective coordinate strings.

Forward calculation from DMH representation to DMSH representation:
imin = INT(min)
sec = (min - imin) * 60

Reverse calculation from DMSH representation to DMH representation:
min = imin + (sec / 60)","Source CRS = WGS 84 (DMH) (CRS code 63266409).
Latitude = 35°45.153’ N, longitude = 85°12.249’ W

Target CRS in DMSH = WGS 84 (CRS code 4326)
Latitude = 35°45’09.18""N, longitude =  85°12’14.94""W",Applies to 2D and the horizontal component of 3D ellipsoidal  systems.,"EPSG guidance note #7.",EPSG,22-11-2002,NaN,1
9642,Degree representation conversion: HDM to DMSH,1,"In the formulas that follow, the coordinate strings are symbolically represented as follows:

deg                     decimal degrees
adeg                   absolute value of decimal degrees
ideg                     integer degrees
sdeg                   signed integer degree
min                      real-number minutes
imin                      integer minutes
sec                      real-number seconds
lathem, lonhem    hemisphere abbreviation


In this conversion the degree parameters remain unchanged in this conversion (both forward and reverse). The hemisphere parameters retain their values but change their positions in their respective coordinate strings.

Forward calculation from HDM representation to DMSH representation:
imin = INT(min)
sec = (min - imin) * 60
Then reorder fields from hem, ideg, imin, sec to ideg, imin, sec, hem.

Reverse calculation from DMSH representation to HDM representation:
min = imin + (sec / 60)
Then re-order fields from ideg, min, hem to hem, ideg, min.","Source CRS = WGS 84 (HDM) (CRS code 63266410).
Latitude = N35°45.153’, longitude =  W85°12.249’

Target CRS in DMSH = WGS 84 (CRS code 4326)
Latitude = 35°45’09.18""N, longitude =  85°12’14.94""W",Applies to 2D and the horizontal component of 3D ellipsoidal  systems.,"EPSG guidance note #7.",EPSG,22-11-2002,NaN,1
9643,Degree representation conversion: DMS to DMSH,1,"In the formulas that follow, the coordinate strings are symbolically represented as follows:

deg                     decimal degrees
adeg                   absolute value of decimal degrees
ideg                     integer degrees
sdeg                   signed integer degree
min                      real-number minutes
imin                      integer minutes
sec                      real-number seconds
lathem, lonhem    hemisphere abbreviation


In this conversion (both forward and reverse) the minute and second parameters remain unchanged.

Forward calculation from DMS representation to DMSH representation:

ideg = ABS(sdeg)
If lat_sdeg < 0, lathem = S else lathem = N
If lon_sdeg < 0, lonhem = W else lathem = E

Reverse calculation from DMSH representation to DMS representation:
sdeg = ideg * H
where for latitude, H = 1 if lathem = N and H = -1 if lathem = S
and for longitude  H = 1 if lonhem = E and H = -1 if lonhem = W","Source CRS = WGS 84 (DMS) (CRS code 63266411).
Latitude = 35°45’09.18"", longitude = -85°12’14.94""

Target CRS in DMSH = WGS 84 (CRS code 4326)
Latitude = 35°45’09.18""N, longitude =  85°12’14.94""W",Applies to 2D and the horizontal component of 3D ellipsoidal  systems.,"EPSG guidance note #7.",EPSG,22-11-2002,NaN,1
9644,Degree representation conversion: HDMS to DMSH,1,"In the formulas that follow, the coordinate strings are symbolically represented as follows:

deg                     decimal degrees
adeg                   absolute value of decimal degrees
ideg                     integer degrees
sdeg                   signed integer degree
min                      real-number minutes
imin                      integer minutes
sec                      real-number seconds
lathem, lonhem    hemisphere abbreviation


In this conversion the parameter values remain unchanged but are re-ordered.

For the forward calculation from HDMS representation to DMSH representation, for each of latitude and longitude re-order the fields:
          from  	hem, ideg, imin, sec
          to       	ideg, imin, sec, hem

For the reverse calculation from DMSH representation to HDMS representation, for each of latitude and longitude re-order the fields:
          from  	ideg, imin, sec, hem 
          to       	hem, ideg, imin, sec","Source CRS = WGS 84 (HDMS) (CRS code 63266412).
Latitude = N35°45’09.18"", longitude =  W85°12’14.94""

Target CRS in DMSH = WGS 84 (CRS code 4326)
Latitude = 35°45’09.18""N, longitude =  85°12’14.94""W",Applies to 2D and the horizontal component of 3D ellipsoidal  systems.,"EPSG guidance note #7.",EPSG,22-11-2002,NaN,1
9655,France geocentric interpolation,1,"The transformation is made in the geocentric domain using the geocentric translations method (code 9603). However the translation parameter values are derived by bilinear interpolation in a gridded data set. The arguments in accessing the grid are geodetic latitude and longitude of the forward transformation source coordinate reference system. 

The method is reversible.  Iteration for latitude and longitude is required to obtain the correct geocentric translation values. The geocentric translations are applied with sign reversal.",See information source.,NaN,"IGN document NTG_88.pdf, ""Grille de parametres de transformation de coordonnees"". http://www.ign.fr",EPSG,13-6-2017,2008.027 2017.018 2019.093,1
9813,Laborde Oblique Mercator,1,"Note : these formulas have been transcribed from IGN Document NT/G 74. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

From the defining parameters the following constants for the map projection may be calculated:

B = {1+[e^2 cos^4(phiC)]/(1– e^2)}^0.5
phiS = asin[sin(phiC) / B]
R = a  kC {(1–e^2)^0.5 / [1–e^2 sin^2(phiC)]}
C = ln[tan(pi/4+phiS /2)] – B. ln{tan(pi/4+phiC /2) ([1 – e sin(phiC)]/[1+e sin(phiC)])^(e/2)}

Forward case: To compute (E,N) from a given (lat,lon)
L = B.(lon–lonC)
q = C + B . ln{tan(pi/4+lat/2) ([1–e sin(lat)] / [1+e sin(lat)])^(e/2)}
P = 2.atan[e ^q] – pi/2   where e is the base of natural logarithms
U = cos(P).cos(L).cos(phiS) + sin(P).sin(phiS) 
V = cos(P).cos(L).sin(phiS) - sin(P).cos(phiS)
W = cos(P).sin(L)
d = (U^2+V^2)^0.5
if d <> 0 then L' = 2.atan(V/(U+d)) and P' = atan(W/d)
if d = 0 then L' = 0 and P' = sign(W).pi/2
H = –L' + i.ln(tan(pi/4+P'/2))                 where i^2 = –1
G = (1 – cos(2.alphaC) + i.sin(2.alphaC))/12
E = FE + R . IMAGINARY(H + G.H^3)
N = FN + R . REAL(H + G.H^3)

Reverse case: To compute (lat, lon) from a given (E,N):
G = (1–cos(2.alphaC) + i.sin(2.alphaC))/12   where i^2 = –1
To solve for Latitude and Longitude, a re-iterative solution is required, where the first two elements are
H0 = (N–FN)/R + i.(E–FE)/R  ie k = 0
H1 = H0/(H0 + G.H0^3),    i.e. k = 1,
and in subsequent reiterations, k increments by 1
Hk+1 = (H0+2.G.Hk^3)/(3.G.Hk^2+1)
Re-iterate until ABSOLUTE(REAL([H0-Hk-G.Hk^3)])) < 1E-11

L' = –1.REAL(Hk)
P' = 2.atan{ e ^[IMAGINARY(Hk)]} – pi/2  where e is the base of natural logarithms.
U' = cos(P').cos(L').cos(phiS) + cos(P').sin(L').sin(phiS)   
V' = sin(P')
W' = cos(P').cos(L').sin(phiS) – cos(P').sin(L').cos(phiS)
d = (U'^2+ V'^2)^0.5
if d <> 0 then L = 2 atan[V'/( U'+d)] and P = atan(W'/d)
if d = 0   then L = 0 and P = SIGN(W') . pi/2
lon = lonC + (L/B)

q' = {ln[tan(pi/4+P/2)] – C}/B
The final solution for latitude requires a second re-iterative process, where the first element is
lat'(0) = 2.atan(e ^q') – pi/2    where e is the base of natural logarithms.
And the subsequent elements are
lat'(k) = 2.atan{({1+e.sin[lat(k-1)]} / {1–e.sin[lat(k-1)]})^(e/2).e ^q'} – pi/2  for K =1 ?
Iterate until ABSOLUTE(lat(k)-lat(k-1))  < 1E-11	
lat = lat(k)",See information source.,NaN,"""La nouvelle projection du Service Geographique de Madagascar""; J. Laborde; 1928. Also IGN Paris technical note NT/G 74.",EPSG,2-11-2010,1997.613 2006.960 2007.040 2010.058,0
9818,American Polyconic,1,"See information source.",See information source.,See information source for formula and example.,"US Geological Survey Professional Paper 1395; ""Map Projections - A Working Manual"";  J. Snyder",EPSG,13-6-2017,1999.550 2017.018,0
9819,Krovak,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

From the defining parameters the following constants for the projection may be calculated :

A = a(1 - e^2)^0.5 / [1 - e^2 sin^2.(latC)]
B = {1 + [e^2 * cos^4(latC) / (1 - e^2)]}^0.5
gammao = asin[sin(latC) / B]
to = tan(pi/4 + gammao/2).[(1 + e sin(latC)) / (1 - e sin(latC))]^(e.B/2) / [tan(pi/4 + latC/2)]^B
n = sin(latp)
ro = kp.A / tan(latp)

To derive the projected Southing and Westing coordinates of a point with geographical coordinates (lat, lon) the formulas for the Krovak are:

U = 2(atan{to.tan^B(lat/2 + pi/4) / [(1 + e sin(lat)) / (1 - e sin(lat))]^[e.B/2]} - pi/4)
V = B(lonO - lon) where lonO and lon must both be referenced to the same prime meridian.
T = asin[cos(alphaC).sin(U) + sin(alphaC).cos(U). cos(V)]
D = asin[cos(U).sin(V)/cos(T)]
theta = n.D
r = ro.tan^n(pi/4 + latp/2) / tan^n(T/2 + pi/4)
Xp = r.cos(theta)
Yp = r.sin(theta)

Then	
Southing (X) = Xp + FN
Westing	 (Y) = Yp + FE

Note also that the formula for D is satisfactory for the normal use of the projection within the pseudo-longitude range on the conformal sphere of ±90 degrees from the central line of the projection. Should there be a need to exceed this range (which is not necessary for application in Czechia and Slovakia) then for the calculation of D use:
sin(D1)  =  cos(U) * sin(V) / cos(T)
cos(D1) =  {[cos(alphaC)*sin(T) – sin(U)] / [sin(alphaC)*cos(T)]}
D = atan2(sin(D1) , cos(D1))  (see implementation notes in preface for atan2 convention)


The reverse formulas to derive the latitude and longitude of a point from its Southing and Westing values are:

Xp' = Southing – FN
Yp' = Westing – FE
r' = [(Yp')^2 + (Xp')^2]^(1/2)  
theta' = atan2[Yp' , Xp'] (see GN7-2 implementation notes in preface for atan2 convention)
D' = theta' / sin(latp)
T' = 2{atan[((ro / r')^(1/n)).tan(pi/4 + latp/2)] - pi/4}
U' = asin[cos(alphaC).sin(T') - sin(alphaC).cos(T').cos(D')]
V' = asin(cos(T').sin(D') / cos(U'))

Then latitude lat is found by iteration using U' as the value for lat(j-1) in the first iteration:
lat(j) = 2*(atan{to^(-1/B) tan^(1/B).(U'/2 + pi/4).[(1 + e sin(lat(j-1)) / (1 - e sin(lat(j-1))]^(e/2)} - pi/4) 

Then
lon = lonO - V' / B where lon is referenced to the same prime meridian as lonO.","For Geographic CRS S-JTSK and Projected CRS S-JTSK (Ferro) / Krovak

Parameters:
Ellipsoid  Bessel 1841   a = 6377397.155m  1/f = 299.15281
    then    e = 0.081696831        e^2 = 0.006674372

Latitude of projection centre = 49°30'00""N =  0.863937979 rad
Longitude of origin = 42°30'00""E of Ferro = 0.741764932 rad
Co-latitude of cone axis = 30°17'17.30311"" = 0.528627763 rad
Latitude of pseudo standard parallel = 78°30'00""N = 1.370083463 rad
Scale factor on pseudo Standard Parallel (ko) = 0.9999
False Easting = 0.00 m
False Northing = 0.00 m

Calculated projection constants:
A=6380703.611
B=1.000597498
gammao=0.863239103
to=1.003419164
n= 0.979924705
ro=1298039.005

Forward calculation for: 
Latitude = 50°12'32.442""N = 0.876312568 rad
Longitude = 16°50'59.179""E of Greenwich
Firstly, because the projection definition includes longitudes referenced to the Ferro meridian, the longitude of the point needs to be transformed to be referenced to the Ferro meridian using the Longitude Rotation method (EPSG method code 9601).

Longitude = 16°50'59.1790""E of Greenwich	
Longitude of Ferro = 17°40'00"" west of Greenwich
and then
Longitude = 34°30'59.1790""E of Ferro = 0.602425500 rad

Then the forward calculation first gives

U = 0.875596949
V = 0.139422687
T = 1.386275049
D = 0.506554623
theta = 0.496385389
r = 1194731.014
Xp = 1050538.643
Yp = 568990.997

Then Southing (X) =  1050538.64 m
     Westing  (Y) =   568991.00 m.

Reverse calculation for the same Southing and Westing gives

Xp' = 1050538.643
Yp' = 568990.997
r' = 1194731.014
theta' = 0.496385389
D' = 0.506554623
T' = 1.386275049
U' = 0.875596949
V' = 0.139422687
lat(iteration 1) = 0.876310601 
lat(iteration 2) = 0.876312560
lat(iteration 3) = 0.876312566

Latitude = 0.876312566 rad = 50°12'32.442""N.

Longitude of point = 0.602425500 rad = 34°30'59.179""E of Ferro.
Then using the Longitude Rotation method (EPSG method code 9601):
Longitude of Ferro = 17°40'00"" west of Greenwich
and
Longitude of point = 34°30'59.179""E of Greenwich.",NaN,"Research Institute for Geodesy Topography and Cartography (VUGTK); Prague, and Geodesy, Cartography and Cadastre Authority of Slovak Republic (UGKK SR).",EPSG,17-5-2019,2002.950 2006.180 2007.040 2009.017 2010.071 2010.100 2017.037 2017.024 2019.030,0
9820,Lambert Azimuthal Equal Area,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

Oblique aspect
To derive the projected coordinates of a point, geodetic latitude (lat) is converted to authalic latitude (ß). The formulae  to convert geodetic latitude and longitude (lat,lon) to Easting and Northing are:

Easting, E   = FE + {(B . D) . [cos ß . sin(lon – lonO)]}
Northing, N = FN + (B / D) . {(cos ßO . sin ß) –  [sin ßO . cos ß . cos(lon – lonO)]}

where
B = Rq . (2 / {1 + sin ßO . sin ß + [cos ßO . cos ß . cos(lon – lonO)]})^0.5
D = a . [cos latO / (1 – e2 sin2 latO)^0.5] / (Rq . cos ßO)
Rq = a . (qP  / 2)^0.5
ß = asin (q / qP)
ßO = asin (qO / qP)
q = (1 – e^2) . ([sin(lat) / (1 – e^2 sin^2(lat))] – {[1/(2e)] . ln [(1 – e sin(lat)) / (1 + e sin(lat))]})
qO = (1 – e^2) . ([sin(latO) / (1 – e^2 sin^2(latO))] – {[1/(2e)] . ln [(1 – e sin(latO)) / (1 + e sin(latO))]})
qP = (1 – e^2) . ([sin(latP) / (1 – e^2 sin^2(latP))] – {[1/(2e)] . ln [(1 – e sin(latP)) / (1 + e sin(latP))]})
where *P = p/2 radians, thus
qP = (1 – e^2) . ([1 / (1 – e^2)] – {[1/(2e)] . ln [(1 – e) / (1 + e)]})

The reverse formulas to derive the geodetic latitude and longitude of a point from its Easting and Northing values are:

lat = ß' + [(e^2/3 + 31e^4/180 + 517e^6/5040) . sin 2ß'] + [(23e^4/360 + 251e^6/3780) . sin 4ß'] +  [(761e^6/45360) . sin 6ß']

lon = lonO + atan2 {(E-FE) . sin C , [D. rho . cos ßO . cos C – D^2. (N-FN) . sin ßO . sin C]}  (see implementation notes in GN7-2 preface for atan2 convention)
where
ß' = asin{(cosC . sin ßO) + [(D . (N-FN) . sinC . cos ßO) / rho]}
C = 2 . asin(rho / 2 . Rq)
rho = {[(E-FE)/D]^2 + [D . (N –FN)]^2}^0.5

and D, Rq, and ßO are as in the forward equations.

Polar aspect
For the polar aspect of the Lambert Azimuthal Equal Area projection, some of the above equations are indeterminate. Instead, for the forward case from latitude and longitude (lat, lon) to Easting (E) and Northing (N):

For the north polar case:
	Easting, E   = FE + [rho  sin(lon – lonO)]
	Northing, N = FN –  [rho  cos(lon – lonO)]
where
rho = a (qP  – q)^0.5
and qP  and q are found as for the general case above.

For the south polar case:
	Easting, E   = FE + [rho . sin(lon – lonO)]
	Northing, N = FN +  [rho . cos(lon – lonO)]
where
rho = a (qP  + q)^0.5
and qP  and q are found as for the general case above.

For the reverse formulas to derive the geodetic latitude and longitude of a point from its Easting and Northing:
lat = ß' + [(e^2/3 + 31e^4/180 + 517e^6/5040)  sin 2ß'] + [(23e^4/360 + 251e^6/3780)  sin 4ß'] +  [(761e^6/45360)  sin 6ß']
as for the oblique case, but where
ß' = ±asin [1– rho^2 / (a^2{1– [(1– e^2)/2e)) ln[(1-e)/(1+ e)]})], taking the sign of  latO
and rho = {[(E –FE)]^2 + [(N – FN)]^2}^0.5
Then
lon = lonO + atan2 [(E – FE)] , (N – FN)] for the south pole case
and
lon = lonO + atan2 [(E – FE)] , –(N – FN)] for the north pole case.
(see implementation notes in GN7-2 preface for atan2 convention)","For Projected Coordinate Reference System: ETRS89 / ETRS-LAEA

Parameters:
Ellipsoid:GRS 1980  a = 6378137.0 metres    1/f = 298.2572221
then e = 0.081819191

Latitude of natural origin (latO): 52°00'00.000""N = 0.907571211  rad
Longitude of natural origin (lonO): 10°00'00.000""E = 0.174532925  rad
False easting (FE): 4321000.00 metres
False northing (FN) 3210000.00 metres

Forward calculation for: 
Latitude (lat) =  50°00'00.000""N = 0.872664626 rad
Longitude(lon) = 5°00'00.000""E = 0.087266463 rad

First gives
qP = 1.995531087
qO = 1.569825704
q = 1.525832247
Rq = 6371007.181
betaO = 0.905397517
beta = 0.870458708
D = 1.000425395
B = 6374393.455

whence 
E = 3962799.45  m
N = 2999718.85  m

Reverse calculation for the same Easting and Northing (3962799.45 E, 2999718.85  N) first gives:

rho = 415276.208
C = 0.065193736
beta' = 0.870458708

Then Latitude = 50°00'00.000""N
        Longitude = 5°00'00.000""E",This is the ellipsoidal form of the projection.,"USGS Professional Paper 1395, ""Map Projections - A Working Manual"" by John P. Snyder.",EPSG,29-8-2018,2003.350 2004.430 2005.075 2005.290 2006.200 2007.005 2017.018 2017.024,0
9821,Lambert Azimuthal Equal Area (Spherical),1,"See information source.",See information source.,This is the spherical form of the projection.  See coordinate operation method Lambert Azimuthal Equal Area (code 9820) for ellipsoidal form.  Differences of several tens of metres result from comparison of the two methods.,"USGS Professional Paper 1395, ""Map Projections - A Working Manual"" by John P. Snyder.",EPSG,5-6-2001,2009.007,1
9822,Albers Equal Area,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The formulas to convert geodetic latitude and longitude (lat, lon) to Easting (E) and Northing (N) are: 
Easting (E)     =  EF + (rho . sin(theta)) 
Northing (N)  =  NF + rhoO – (rho . cos(theta))

where
theta  = n . (lon - lonO)
rho  = [a . (C – n.alpha)^0.5] / n
rhoO = [a . (C – n.alphaO)^0.5] / n
and
C  = m1^2 +  (n . alpha1)
n   = (m1^2 – m2^2) / (alpha2 - alpha1)
m1 = cos lat1 / (1 – e^2 sin^2(lat1))^0.5
m2 = cos lat2 / (1 – e^2 sin^2(lat2))^0.5
alpha  = (1 – e^2) . {[sin(lat) / (1 – e^2 sin^2(lat))] – [1/(2e)] . ln [(1 – e sin(lat)) / (1 + e sin(lat))]}
alphaO  = (1 – e^2) . {[sin(latO) / (1 – e^2 sin^2(latO))] – [1/(2e)] . ln [(1 – e sin(latO)) / (1 + e sin(latO))]}
alpha1  = (1 – e^2) . {[sin(lat1) / (1 – e^2 sin^2(lat1))] – [1/(2e)] . ln [(1 – e sin(lat1)) / (1 + e sin(lat1))]}
alpha2  = (1 – e^2) . {[sin(lat2) / (1 – e^2 sin^2(lat2))] – [1/(2e)] . ln [(1 – e sin(lat2)) / (1 + e sin(lat2))]}

The reverse formulas to derive the geodetic latitude and longitude of a point from its Easting and Northing values are:
lat = ß' + [(e^2/3 + 31e^4/180 + 517e^6/5040) . sin 2ß'] + [(23e^4/360 + 251e^6/3780) . sin 4ß'] + [(761e^6/45360) . sin 6ß']
lon =   lonO + (theta / n)

where
C, n and rhoO are as in the forward equations, ß' is the authalic latitude, and:

ß' =  asin(alpha' / {1 – [(1 – e^2) / 2e] . ln [(1 – e) / (1 + e)]})
alpha' =  [C – (rho'^2 . N^2 / a^2)] / n
rho' =  {(E – EF)^2 + [rhoO – (N – NF)]^2 }^0.5
If n is positive, 
theta =  atan2 {(E – EF) , [rhoO – (N – NF)]}
but if n is negative, the signs of both arguments of the atan2 function  must be reversed: 
theta =  atan2 {– (E – EF), – [rhoO – (N – NF)]}
(see implementation notes in GN7-2 preface for atan2 convention).","Example 1 (Northern Hemisphere):
For Projected Coordinate Reference System: NAD83 / Great Lakes Albers (EPSG CRS code 3174)

Parameters:
Ellipsoid: GRS 1980  a = 6378137.00 metres  1/f =  298.2572221
then e = 0.081819191 and e^2 = 0.00669438
			
Latitude of false origin = 45°34'08.3172""N = 0.48578331 rad
Longitude of false origin = 84°27'21.4380""W = -1.72787596 rad
Latitude of 1st standard parallel = 42°07'21.9864""N = 0.49538262 rad
Latitude of 2nd standard parallel = 49°00'54.6480""N = 0.52854388 rad
Easting at false origin	= 1000000.000 metre
Northing at false origin = 1000000.000 metre

Forward calculation for: 
 Latitude = 42°45'00.000""N = 0.746128255 rad
Longitude = 78°45'00.000""W = -1.374446786 rad

first gives :
alpha  = 1.351293970
alpha0 = 1.4218650778
alpha1 = 1.3351453325
alpha2 = 1.5034868510
m1     = 0.7428286888
m2     = 0.6571136237
n      = 0.7128137342
C      = 1.5035043911
rho    = 6577011.9827
rho0   = 6263350.4332
theta  = 0.0709874815				

Then	
 Easting = 1466493.492 metre
Northing =  702903.006 metre


Reverse calculation for same easting and northing first gives:
theta'  = 0.0709874815
alpha'  = 1.3512939695
rho'    = 6577011.983
beta'   = 0.7438962839

Then	
 Latitude = 42°45'00.000""N
Longitude = 78°45'00.000""W


Example 2 (Southern Hemisphere):

Parameters:
Ellipsoid: GRS 1967 Modified  a = 6378160.0 metres  1/f =  298.25
then e =  0.081820180 and e^2 = 0.006694542
			
Latitude of false origin = 32°00'00.000""S = -0.5585053606 rad
Longitude of false origin = 60°00'00.000""W = -1.0471975512 rad
Latitude of 1st standard parallel =  5°00'00.000""S = -0.0872664626 rad
Latitude of 2nd standard parallel = 42°00'00.000""S = -0.7330382858 rad
Easting at false origin	= 0.000 metre
Northing at false origin = 0.000 metre


Forward calculation for: 
 Latitude = 18°30'02.016""S = -0.322895686 rad
Longitude = 46°00'01.538""W = -0.802858912 rad

first gives :
alpha  = -0.630662757
alpha0 = -1.054065016
alpha1 = -0.173150420
alpha2 = -1.331965641
m1     = 0.9962200286
m2     = 0.7442610814
n      = -0.378429434
C      = 1.0579795608
rho    = -15255863.89
rho0   = -13683051.84
theta  = -0.092464933				

Then	
 Easting = 1408623.196 metre
Northing = 1507641.482 metre

Reverse calculation for same easting and northing first gives:
(Since n is negative, we reverse the signs of both atan2 arguments to calculate theta')
theta' = -0.092464933
alpha' = -0.630662757
rho'   = 15255863.888
beta'  = -0.321550075

Then	
 Latitude = 18°30'02.016""S
Longitude = 46°00'01.538""W",NaN,"USGS Professional Paper 1395, ""Map Projections - A Working Manual"" by John P. Snyder.",EPSG,30-3-2020,2006.200 2007.049 2015.022 2017.024 2020.006,0
9823,Equidistant Cylindrical (Spherical),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

This method has one of the simplest formulas available. If the latitude of natural origin (latO) is at the equator the method is also known as Plate Carrée. It is not used for rigorous topographic mapping because its distortion characteristics are unsuitable. Formulas are included to distinguish this map projection method from an approach sometimes mistakenly called by the same name and used for simple computer display of geographic coordinates – see Pseudo Plate Carrée (coordinate operation method code 9825).

For the forward calculation:

X =  R . (lon - lonO) . cos(latO)
Y =  R .  lat

where R = ((a^2 * (1 –  e^2)) / (1 – e^2 sin^2 latO)^2)^0.5
and latO, lonO, lat and lon are expressed in radians.

For the Equidistant Cylindrical method on a sphere (not ellipsoid), e = 0 and R = a.

For the reverse calculation:

lat = Y / R  
lon = lonO + (X / R cos(latO))

where R is as for the forward method.",See information source.,"See method code 9842 for ellipsoidal development. If the latitude of natural origin is at the equator, also known as Plate Carrée. See also Pseudo Plate Carree, method code 9825.","US Geological Survey Professional Paper 1395; ""Map Projections - A Working Manual"";  J. Snyder.",EPSG,14-3-2008,2002.920 2008.003 2009.023,1
9827,Bonne,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The formulas to convert geodetic latitude and longitude (lat, lon) to Easting and Northing are:

E = (rho . sin T) + FE
N = (a . mO / sin(latO) –  rho . cos T) + FN

where
m = cos(lat) / (1 –  e^2sin^2(lat))^0.5
with lat in radians and mO for latO, the latitude of the origin, derived in the same way.

M = a[(1 –  e^2/4 –  3e^4/64 –  5e^6/256 –....)lat – (3e^2/8 + 3e^4/32 + 45e^6/1024+....)sin(2 lat) + (15e^4/256 + 45e^6/1024 +.....)sin(4 lat) –  (35e^6/3072 + ....)sin(6 lat) + .....]
with lat in radians and MO for latO, the latitude of the origin, derived in the same way.

rho = a . mO / sin(latO) + MO – M
T = a . m (lon – lonO) / rho       with lon and lonO in radians

For the reverse calculation:
X = E – FE
Y = N – FN
rho = ± [X^2 + (a . mO / sin(latO) – Y)^2]^0.5  taking the sign of latO
M = a . mO / sin(latO) + MO – rho
mu = M / [a (1 – e^2/4 – 3e^4/64 – 5e^6/256 – …)]
e1 = [1 – (1 – e^2)^0.5] / [1 + (1 – e^2)^0.5]
lat = mu + ((3 e1 / 2) –  (27 e1^3 / 32) +.....)sin(2 mu) + ((21 e1^2 / 16) –  (55 e1^4 / 32) + ....)sin(4 mu) 
  + ((151 e1^3 / 96) +.....)sin(6 mu) + ((1097 e1^4 / 512)  –  ....)sin(8 mu) + ......

m = cos(lat) / (1 – e^2 sin^2(lat))^0.5

If latO is not negative
lon = lonO + rho {atan2[X / (a . mO , sin(latO) – Y)]} / a . m
but if lonO is negative
lon = lonO + rho {atan2[–X , –(a . mO , sin(latO) – Y)]} / a . m
In either case, if lat = ±90°, m = 0 and the equation for lon is indeterminate, so use lon = lonO. See implementation notes in GN7-2 preface for atan2 convention.",See information source.,NaN,"US Geological Survey Professional Paper 1395, ""Map Projections - A Working Manual"" by John P Snyder.",EPSG,29-8-2018,2017.024,0
