COORD_REF_SYS_CODE,"COORD_REF_SYS_NAME",AREA_OF_USE_CODE,COORD_REF_SYS_KIND,COORD_SYS_CODE,DATUM_CODE,BASE_CRS_CODE,PROJECTION_CONV_CODE,CMPD_HORIZCRS_CODE,CMPD_VERTCRS_CODE,CRS_SCOPE,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_CRS,DEPRECATED
6548,"NAD83(2011) / Ohio North",NaN,projected,4499,NaN,6318,13431,NaN,NaN,NaN,State law defines use of US survey feet. See code 6549 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Ohio North (CRS code 3637).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-10-2013,2013.023,1,0
6550,"NAD83(2011) / Ohio South",NaN,projected,4499,NaN,6318,13432,NaN,NaN,NaN,State law defines use of US survey feet. See code 6551 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Ohio South (CRS code 3638).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-10-2013,2013.023,1,0
6552,"NAD83(2011) / Oklahoma North",NaN,projected,4499,NaN,6318,13531,NaN,NaN,NaN,State law defines use of US survey feet. See code 6553 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Oklahoma North (CRS code 3639).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-10-2013,2013.023,1,0
6554,"NAD83(2011) / Oklahoma South",NaN,projected,4499,NaN,6318,13532,NaN,NaN,NaN,State law defines use of US survey feet. See code 6555 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Oklahoma South (CRS code 3641).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-10-2013,2013.023,1,0
6567,"NAD83(2011) / Rhode Island",NaN,projected,4499,NaN,6318,13830,NaN,NaN,NaN,State law defines use of US survey feet. See code 6568 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Rhode Island (CRS code 3653).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6569,"NAD83(2011) / South Carolina",NaN,projected,4499,NaN,6318,13930,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). See code 6570 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / South Carolina (CRS code 3655).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6571,"NAD83(2011) / South Dakota North",NaN,projected,4499,NaN,6318,14031,NaN,NaN,NaN,State law defines use of US survey feet. See code 6572 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / South Dakota North (CRS code 3657).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6573,"NAD83(2011) / South Dakota South",NaN,projected,4499,NaN,6318,14032,NaN,NaN,NaN,State law defines use of US survey feet. See code 6574 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / South Dakota South (CRS code 3659).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6575,"NAD83(2011) / Tennessee",NaN,projected,4499,NaN,6318,14130,NaN,NaN,NaN,State law defines use of US survey feet. See code 6576 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Tennessee (CRS code 3661).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6577,"NAD83(2011) / Texas Central",NaN,projected,4499,NaN,6318,14233,NaN,NaN,NaN,State law defines use of US survey feet. See code 6578 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Texas Central (CRS code 3663).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6581,"NAD83(2011) / Texas North",NaN,projected,4499,NaN,6318,14231,NaN,NaN,NaN,State law defines use of US survey feet. See code 6582 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Texas North (CRS code 3667).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6583,"NAD83(2011) / Texas North Central",NaN,projected,4499,NaN,6318,14232,NaN,NaN,NaN,State law defines use of US survey feet. See code 6584 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Texas North Central (CRS code 3669).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6585,"NAD83(2011) / Texas South",NaN,projected,4499,NaN,6318,14235,NaN,NaN,NaN,State law defines use of US survey feet. See code 6586 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Texas South (CRS code 3671).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6587,"NAD83(2011) / Texas South Central",NaN,projected,4499,NaN,6318,14234,NaN,NaN,NaN,State law defines use of US survey feet. See code 6588 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Texas South Central (CRS code 3673).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6589,"NAD83(2011) / Vermont",NaN,projected,4499,NaN,6318,14430,NaN,NaN,NaN,State law defines use of US survey feet. See code 6590 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Vermont (CRS code 3684).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6606,"NAD83(2011) / Wisconsin North",NaN,projected,4499,NaN,6318,14831,NaN,NaN,NaN,State law defines use of US survey feet. See code 6607 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Wisconsin North (CRS code 3697).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,16-10-2013,2013.023,1,0
6608,"NAD83(2011) / Wisconsin South",NaN,projected,4499,NaN,6318,14833,NaN,NaN,NaN,State law defines use of US survey feet. See code 6609 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Wisconsin South (CRS code 3699).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,16-10-2013,2013.023,1,0
6619,"NAD83(2011) / Utah Central",NaN,projected,4499,NaN,6318,14332,NaN,NaN,NaN,State law of 2009 defines use of US survey feet: see CRS code 6525 for definition. An earlier law of 1988 defining use of International foot was withdrawn in 2002. Replaces NAD83(NSRS2007) / Utah Central (CRS code 3675).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,26-10-2013,2013.023,1,0
6620,"NAD83(2011) / Utah North",NaN,projected,4499,NaN,6318,14331,NaN,NaN,NaN,State law of 2009 defines use of US survey feet: see CRS code 6526 for definition. An earlier law of 1988 defining use of International foot was withdrawn in 2002. Replaces NAD83(NSRS2007) / Utah North (CRS code 3678).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,26-10-2013,2013.023,1,0
6621,"NAD83(2011) / Utah South",NaN,projected,4499,NaN,6318,14333,NaN,NaN,NaN,State law of 2009 defines use of US survey feet: see CRS code 6527 for definition. An earlier law of 1988 defining use of International foot was withdrawn in 2002. Replaces NAD83(NSRS2007) / Utah South (CRS code 3681).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,26-10-2013,2013.023,1,0
6592,"NAD83(2011) / Virginia North",NaN,projected,4499,NaN,6318,14531,NaN,NaN,NaN,State law defines use of US survey feet. See code 6593 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Virginia North (CRS code 3685).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6594,"NAD83(2011) / Virginia South",NaN,projected,4499,NaN,6318,14532,NaN,NaN,NaN,State law defines use of US survey feet. See code 6595 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Virginia South (CRS code 3687).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6596,"NAD83(2011) / Washington North",NaN,projected,4499,NaN,6318,14631,NaN,NaN,NaN,State law defines use of US survey feet. See code 6597 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Washington North (CRS code 3689).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6598,"NAD83(2011) / Washington South",NaN,projected,4499,NaN,6318,14632,NaN,NaN,NaN,State law defines use of US survey feet. See code 6599 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Washington South (CRS code 3691).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6600,"NAD83(2011) / West Virginia North",NaN,projected,4499,NaN,6318,14731,NaN,NaN,NaN,State law defines system in US survey feet. See CRS code 6601 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / West Virginia North (CRS code 3693).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6602,"NAD83(2011) / West Virginia South",NaN,projected,4499,NaN,6318,14732,NaN,NaN,NaN,State law defines system in US survey feet. See CRS code 6603 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / West Virginia South (CRS code 3694).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,15-10-2013,2013.023,1,0
6611,"NAD83(2011) / Wyoming East",NaN,projected,4499,NaN,6318,14931,NaN,NaN,NaN,State law defines use of US survey feet. See code 6612 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Wyoming East (CRS code 3702).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,16-10-2013,2013.023,1,0
6613,"NAD83(2011) / Wyoming East Central",NaN,projected,4499,NaN,6318,14932,NaN,NaN,NaN,State law defines use of US survey feet. See code 6614 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Wyoming East Central (CRS code 3703).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,16-10-2013,2013.023,1,0
6615,"NAD83(2011) / Wyoming West",NaN,projected,4499,NaN,6318,14934,NaN,NaN,NaN,State law defines use of US survey feet. See code 6616 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Wyoming West (CRS code 3705).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,16-10-2013,2013.023,1,0
6617,"NAD83(2011) / Wyoming West Central",NaN,projected,4499,NaN,6318,14933,NaN,NaN,NaN,State law defines use of US survey feet. See code 6618 for equivalent non-metric definition. Replaces NAD83(NSRS2007) / Wyoming West Central (CRS code 3704).,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-10-2013,2013.023,1,0
3488,"NAD83(NSRS2007) / California Albers",NaN,projected,4499,NaN,4759,10420,NaN,NaN,NaN,Replaces NAD83(HARN) / California Albers.,"California Spatial Information Library (CaSIL), http://gis.ca.gov",EPSG,29-5-2007,NaN,1,0
26836,"NAD83(NSRS2007) / Maine East (ftUS)",NaN,projected,4499,NaN,4759,11833,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3557. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,8-2-2008,NaN,1,1
26837,"NAD83(NSRS2007) / Maine West (ftUS)",NaN,projected,4499,NaN,4759,11834,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3558. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,8-2-2008,NaN,1,1
3518,"NAD83(NSRS2007) / Georgia East",NaN,projected,4499,NaN,4759,11031,NaN,NaN,NaN,State law defines use of US survey feet. See code 3519 for equivalent non-metric definition. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3714,"NAD83(NSRS2007) / UTM zone 7N",NaN,projected,4400,NaN,4759,16007,NaN,NaN,NaN,"For applications with an accuracy of better than 1m, replaces NAD83 / UTM zone 7N.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3816,"NAD83(NSRS2007) / Mississippi TM",NaN,projected,4499,NaN,4759,3813,NaN,NaN,NaN,Replaces NAD83(HARN) / Mississippi TM (CRS code 3815).,"Mississippi Department of Transportation / Mississippi Automated Resource Information System (MARIS), http://www.maris.state.ms.us/",EPSG,5-8-2008,NaN,1,0
26841,"NAD83(NSRS2007) / Minnesota North (ftUS)",NaN,projected,4499,NaN,4759,12234,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3595. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,8-2-2008,NaN,1,1
26842,"NAD83(NSRS2007) / Minnesota Central (ftUS)",NaN,projected,4499,NaN,4759,12235,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3594. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,8-2-2008,NaN,1,1
26843,"NAD83(NSRS2007) / Minnesota South (ftUS)",NaN,projected,4499,NaN,4759,12236,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3596. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,8-2-2008,NaN,1,1
26844,"NAD83(NSRS2007) / Nebraska (ftUS)",NaN,projected,4499,NaN,4759,15396,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3606. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,8-2-2008,NaN,1,1
26868,"NAD83(NSRS2007) / Nebraska (ftUS)",NaN,projected,4497,NaN,4759,15396,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3606. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,19-6-2008,NaN,1,0
3715,"NAD83(NSRS2007) / UTM zone 8N",NaN,projected,4400,NaN,4759,16008,NaN,NaN,NaN,"For applications with an accuracy of better than 1m, replaces NAD83 / UTM zone 8N.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3716,"NAD83(NSRS2007) / UTM zone 9N",NaN,projected,4400,NaN,4759,16009,NaN,NaN,NaN,"For applications with an accuracy of better than 1m, replaces NAD83 / UTM zone 9N.","U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3717,"NAD83(NSRS2007) / UTM zone 10N",NaN,projected,4400,NaN,4759,16010,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 10N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3718,"NAD83(NSRS2007) / UTM zone 11N",NaN,projected,4400,NaN,4759,16011,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 11N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3719,"NAD83(NSRS2007) / UTM zone 12N",NaN,projected,4400,NaN,4759,16012,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 12N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3720,"NAD83(NSRS2007) / UTM zone 13N",NaN,projected,4400,NaN,4759,16013,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 13N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3721,"NAD83(NSRS2007) / UTM zone 14N",NaN,projected,4400,NaN,4759,16014,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 14N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3722,"NAD83(NSRS2007) / UTM zone 15N",NaN,projected,4400,NaN,4759,16015,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 15N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3723,"NAD83(NSRS2007) / UTM zone 16N",NaN,projected,4400,NaN,4759,16016,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 16N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3724,"NAD83(NSRS2007) / UTM zone 17N",NaN,projected,4400,NaN,4759,16017,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 17N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3725,"NAD83(NSRS2007) / UTM zone 18N",NaN,projected,4400,NaN,4759,16018,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 18N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
3726,"NAD83(NSRS2007) / UTM zone 19N",NaN,projected,4400,NaN,4759,16019,NaN,NaN,NaN,Replaces NAD83(HARN) / UTM zone 19N.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,29-5-2007,NaN,1,0
26845,"NAD83(NSRS2007) / West Virginia North (ftUS)",NaN,projected,4499,NaN,4759,14733,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3693. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,8-2-2008,NaN,1,1
26846,"NAD83(NSRS2007) / West Virginia South (ftUS)",NaN,projected,4499,NaN,4759,14734,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3694. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,8-2-2008,NaN,1,1
3467,"NAD83(NSRS2007) / Alaska Albers",NaN,projected,4499,NaN,4759,15021,NaN,NaN,NaN,Replaces NAD83 / Alaska Albers for applications with an accuracy of better than 1m.,State of Alaska Department of Natural Resources,EPSG,13-3-2007,NaN,1,0
3591,"NAD83(NSRS2007) / Michigan Oblique Mercator",NaN,projected,4499,NaN,4759,12150,NaN,NaN,NaN,Replaces NAD83(HARN) / Michigan Oblique Mercator.,"Michigan Department of Natural Resources, http://www.michigan.gov/documents/DNR_Map_Proj_and_MI_Georef_Info_20889_7.pdf",EPSG,13-3-2007,NaN,1,0
3513,"NAD83(NSRS2007) / Florida GDL Albers",NaN,projected,4499,NaN,4759,10934,NaN,NaN,NaN,Replaces NAD83(HARN) / Florida GDL Albers.,"Florida Geographic Data Library, http://www.fgdl.org/fgdldocs/index.htm#proj",EPSG,13-3-2007,NaN,1,0
3665,"NAD83(NSRS2007) / Texas Centric Albers Equal Area",NaN,projected,4499,NaN,4759,14254,NaN,NaN,NaN,For state-wide spatial data presentation requiring shape preservation use TCMS/LC (CRS code 3666). Replaces NAD83(HARN) / Texas Centric Albers Equal Area.,"Texas Natural Resources Information System, http://www.tnris.state.tx.us/DigitalData/projections.htm",EPSG,13-3-2007,NaN,1,0
3666,"NAD83(NSRS2007) / Texas Centric Lambert Conformal",NaN,projected,4499,NaN,4759,14253,NaN,NaN,NaN,For state-wide spatial data presentation requiring true area measurements use TCMS/AEA (CRS code 3665). Replaces NAD83(HARN) / Texas Centric Lambert Conformal.,"Texas Natural Resources Information System, http://www.tnris.state.tx.us/DigitalData/projections.htm",EPSG,13-3-2007,NaN,1,0
3479,"NAD83(NSRS2007) / Arizona Central (ft)",NaN,projected,4495,NaN,4759,15305,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3478. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3481,"NAD83(NSRS2007) / Arizona East (ft)",NaN,projected,4495,NaN,4759,15304,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3480. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3483,"NAD83(NSRS2007) / Arizona West (ft)",NaN,projected,4495,NaN,4759,15306,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3482. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3582,"NAD83(NSRS2007) / Maryland (ftUS)",NaN,projected,4497,NaN,4759,15330,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3559. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3588,"NAD83(NSRS2007) / Michigan Central (ft)",NaN,projected,4495,NaN,4759,15334,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3587. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3590,"NAD83(NSRS2007) / Michigan North (ft)",NaN,projected,4495,NaN,4759,15333,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3589. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3508,"NAD83(NSRS2007) / Connecticut (ftUS)",NaN,projected,4497,NaN,4759,15316,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3507. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3510,"NAD83(NSRS2007) / Delaware (ftUS)",NaN,projected,4497,NaN,4759,15317,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3509. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3605,"NAD83(NSRS2007) / Montana (ft)",NaN,projected,4495,NaN,4759,15338,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3604. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3614,"NAD83(NSRS2007) / New Hampshire (ftUS)",NaN,projected,4497,NaN,4759,15389,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3613. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3646,"NAD83(NSRS2007) / Oregon North (ft)",NaN,projected,4495,NaN,4759,15351,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3645. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3648,"NAD83(NSRS2007) / Oregon South (ft)",NaN,projected,4495,NaN,4759,15352,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3647. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3668,"NAD83(NSRS2007) / Texas North (ftUS)",NaN,projected,4497,NaN,4759,15357,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3667. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3670,"NAD83(NSRS2007) / Texas North Central (ftUS)",NaN,projected,4497,NaN,4759,15358,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3669. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3672,"NAD83(NSRS2007) / Texas South (ftUS)",NaN,projected,4497,NaN,4759,15361,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3671. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3674,"NAD83(NSRS2007) / Texas South Central (ftUS)",NaN,projected,4497,NaN,4759,15360,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3673. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3632,"NAD83(NSRS2007) / North Carolina (ftUS)",NaN,projected,4497,NaN,4759,15346,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see CRS code 3631. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3634,"NAD83(NSRS2007) / North Dakota North (ft)",NaN,projected,4495,NaN,4759,15347,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3633. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3636,"NAD83(NSRS2007) / North Dakota South (ft)",NaN,projected,4495,NaN,4759,15348,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3635. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3654,"NAD83(NSRS2007) / Rhode Island (ftUS)",NaN,projected,4497,NaN,4759,15390,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3653. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3656,"NAD83(NSRS2007) / South Carolina (ft)",NaN,projected,4495,NaN,4759,15355,NaN,NaN,NaN,State law defines use of International feet (note: not US survey feet). Federal definition is metric - see code 3655. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3662,"NAD83(NSRS2007) / Tennessee (ftUS)",NaN,projected,4497,NaN,4759,15356,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3661. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3664,"NAD83(NSRS2007) / Texas Central (ftUS)",NaN,projected,4497,NaN,4759,15359,NaN,NaN,NaN,State law defines use of US survey feet. Federal definition is metric - see code 3663. Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3465,"NAD83(NSRS2007) / Alabama East",NaN,projected,4499,NaN,4759,10131,NaN,NaN,NaN,Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3466,"NAD83(NSRS2007) / Alabama West",NaN,projected,4499,NaN,4759,10132,NaN,NaN,NaN,Replaces NAD83(HARN) / SPCS.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
3468,"NAD83(NSRS2007) / Alaska zone 1",NaN,projected,4499,NaN,4759,15031,NaN,NaN,NaN,Replaces NAD83 / SPCS for applications with an accuracy of better than 1m.,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,13-3-2007,NaN,1,0
