ALIAS CODE,OBJECT_TABLE_NAME,OBJECT_CODE,NAMING_SYSTEM_CODE,"ALIAS",REMARKS
1527,Coordinate Reference System,26973,7301,"NAD83 / Indiana East (m)",NaN
1528,Coordinate Reference System,26974,7301,"NAD83 / Indiana West (m)",NaN
1529,Coordinate Reference System,26975,7301,"NAD83 / Iowa North (m)",NaN
1530,Coordinate Reference System,26976,7301,"NAD83 / Iowa South (m)",NaN
3693,Coordinate Reference System,6922,7301,"NAD83 / Kansas LCC (m)",NaN
1531,Coordinate Reference System,26977,7301,"NAD83 / Kansas North (m)",NaN
1532,Coordinate Reference System,26978,7301,"NAD83 / Kansas South (m)",NaN
1533,Coordinate Reference System,2205,7301,"NAD83 / Kentucky North (m)",NaN
2746,Coordinate Reference System,3088,7301,"NAD83 / Kentucky Single Zone (m)",NaN
1534,Coordinate Reference System,26980,7301,"NAD83 / Kentucky South (m)",NaN
1535,Coordinate Reference System,26981,7301,"NAD83 / Louisiana North (m)",NaN
3489,Coordinate Reference System,32199,7301,"NAD83 / Louisiana Offshore (m)",NaN
1536,Coordinate Reference System,26982,7301,"NAD83 / Louisiana South (m)",NaN
3702,Coordinate Reference System,3463,7301,"NAD83 / Maine CS2000 Central (m)",NaN
3491,Coordinate Reference System,3072,7301,"NAD83 / Maine CS2000 East (m)",NaN
3492,Coordinate Reference System,3074,7301,"NAD83 / Maine CS2000 West (m)",NaN
4017,Coordinate Reference System,26814,7301,"NAD83 / Maine CS83 East (ftUS)",NaN
4236,Coordinate Reference System,26847,7301,"NAD83 / Maine CS83 East (ftUS)",NaN
4237,Coordinate Reference System,26848,7301,"NAD83 / Maine CS83 West (ftUS)",NaN
4016,Coordinate Reference System,26815,7301,"NAD83 / Maine CS83 West (ftUS)",NaN
1537,Coordinate Reference System,26983,7301,"NAD83 / Maine East (m)",NaN
1538,Coordinate Reference System,26984,7301,"NAD83 / Maine West (m)",NaN
1539,Coordinate Reference System,26985,7301,"NAD83 / Maryland (m)",NaN
1540,Coordinate Reference System,26987,7301,"NAD83 / Massachusetts Island (m)",NaN
1541,Coordinate Reference System,26986,7301,"NAD83 / Massachusetts Mainland (m)",NaN
1542,Coordinate Reference System,26989,7301,"NAD83 / Michigan Central (m)",NaN
1543,Coordinate Reference System,26988,7301,"NAD83 / Michigan North (m)",NaN
1544,Coordinate Reference System,26990,7301,"NAD83 / Michigan South (m)",NaN
1545,Coordinate Reference System,26992,7301,"NAD83 / Minnesota Central (m)",NaN
1546,Coordinate Reference System,26991,7301,"NAD83 / Minnesota North (m)",NaN
1547,Coordinate Reference System,26993,7301,"NAD83 / Minnesota South (m)",NaN
1548,Coordinate Reference System,26994,7301,"NAD83 / Mississippi East (m)",NaN
1549,Coordinate Reference System,26995,7301,"NAD83 / Mississippi West (m)",NaN
1550,Coordinate Reference System,26997,7301,"NAD83 / Missouri Central (m)",NaN
1551,Coordinate Reference System,26996,7301,"NAD83 / Missouri East (m)",NaN
1552,Coordinate Reference System,26998,7301,"NAD83 / Missouri West (m)",NaN
1553,Coordinate Reference System,32100,7301,"NAD83 / Montana (m)",NaN
1554,Coordinate Reference System,32104,7301,"NAD83 / Nebraska (m)",NaN
1555,Coordinate Reference System,32108,7301,"NAD83 / Nevada Central (m)",NaN
1556,Coordinate Reference System,32107,7301,"NAD83 / Nevada East (m)",NaN
1557,Coordinate Reference System,32109,7301,"NAD83 / Nevada West (m)",NaN
1558,Coordinate Reference System,32110,7301,"NAD83 / New Hampshire (m)",NaN
1559,Coordinate Reference System,32111,7301,"NAD83 / New Jersey (m)",NaN
1483,Coordinate Reference System,32113,7301,"NAD83 / New Mexico Central (m)",NaN
1560,Coordinate Reference System,32112,7301,"NAD83 / New Mexico East (m)",NaN
1561,Coordinate Reference System,32114,7301,"NAD83 / New Mexico West (m)",NaN
1562,Coordinate Reference System,32116,7301,"NAD83 / New York Central (m)",NaN
1563,Coordinate Reference System,32115,7301,"NAD83 / New York East (m)",NaN
1564,Coordinate Reference System,32118,7301,"NAD83 / New York Long Island (m)",NaN
1565,Coordinate Reference System,32117,7301,"NAD83 / New York West (m)",NaN
1566,Coordinate Reference System,32119,7301,"NAD83 / North Carolina (m)",NaN
1567,Coordinate Reference System,32120,7301,"NAD83 / North Dakota North (m)",NaN
1568,Coordinate Reference System,32121,7301,"NAD83 / North Dakota South (m)",NaN
1569,Coordinate Reference System,32122,7301,"NAD83 / Ohio North (m)",NaN
1570,Coordinate Reference System,32123,7301,"NAD83 / Ohio South (m)",NaN
1571,Coordinate Reference System,32124,7301,"NAD83 / Oklahoma North (m)",NaN
1572,Coordinate Reference System,32125,7301,"NAD83 / Oklahoma South (m)",NaN
4466,Coordinate Reference System,2269,7301,"NAD83 / Oregon N (ft)",NaN
1573,Coordinate Reference System,32126,7301,"NAD83 / Oregon North (m)",NaN
1574,Coordinate Reference System,32127,7301,"NAD83 / Oregon South (m)",NaN
38,Coordinate Reference System,2291,7301,"NAD83 / PEI Stereo",NaN
1575,Coordinate Reference System,32128,7301,"NAD83 / Pennsylvania North (m)",NaN
1576,Coordinate Reference System,32129,7301,"NAD83 / Pennsylvania South (m)",NaN
1604,Coordinate Reference System,32161,7301,"NAD83 / Puerto Rico & Virgin Is. (m)",NaN
1577,Coordinate Reference System,32130,7301,"NAD83 / Rhode Island (m)",NaN
17986,Coordinate Reference System,32190,7301,"NAD83 / SCoPQ zone 10",NaN
17961,Coordinate Reference System,32183,7301,"NAD83 / SCoPQ zone 3",NaN
17974,Coordinate Reference System,32184,7301,"NAD83 / SCoPQ zone 4",NaN
17976,Coordinate Reference System,32185,7301,"NAD83 / SCoPQ zone 5",NaN
17978,Coordinate Reference System,32186,7301,"NAD83 / SCoPQ zone 6",NaN
17980,Coordinate Reference System,32187,7301,"NAD83 / SCoPQ zone 7",NaN
17982,Coordinate Reference System,32188,7301,"NAD83 / SCoPQ zone 8",NaN
17984,Coordinate Reference System,32189,7301,"NAD83 / SCoPQ zone 9",NaN
1578,Coordinate Reference System,32133,7301,"NAD83 / South Carolina (m)",NaN
1579,Coordinate Reference System,32134,7301,"NAD83 / South Dakota North (m)",NaN
1580,Coordinate Reference System,32135,7301,"NAD83 / South Dakota South (m)",NaN
1581,Coordinate Reference System,32136,7301,"NAD83 / Tennessee (m)",NaN
1582,Coordinate Reference System,32139,7301,"NAD83 / Texas Central (m)",NaN
1583,Coordinate Reference System,32137,7301,"NAD83 / Texas North (m)",NaN
1584,Coordinate Reference System,32138,7301,"NAD83 / Texas North Central (m)",NaN
1585,Coordinate Reference System,32141,7301,"NAD83 / Texas South (m)",NaN
1586,Coordinate Reference System,32140,7301,"NAD83 / Texas South Central (m)",NaN
1587,Coordinate Reference System,32143,7301,"NAD83 / Utah Central (m)",NaN
1588,Coordinate Reference System,32142,7301,"NAD83 / Utah North (m)",NaN
1589,Coordinate Reference System,32144,7301,"NAD83 / Utah South (m)",NaN
1590,Coordinate Reference System,32145,7301,"NAD83 / Vermont (m)",NaN
1591,Coordinate Reference System,32146,7301,"NAD83 / Virginia North (m)",NaN
1592,Coordinate Reference System,32147,7301,"NAD83 / Virginia South (m)",NaN
1593,Coordinate Reference System,32148,7301,"NAD83 / Washington North (m)",NaN
1594,Coordinate Reference System,32149,7301,"NAD83 / Washington South (m)",NaN
1595,Coordinate Reference System,32150,7301,"NAD83 / West Virginia North (m)",NaN
1596,Coordinate Reference System,32151,7301,"NAD83 / West Virginia South (m)",NaN
1597,Coordinate Reference System,32153,7301,"NAD83 / Wisconsin Central (m)",NaN
1598,Coordinate Reference System,32152,7301,"NAD83 / Wisconsin North (m)",NaN
1599,Coordinate Reference System,32154,7301,"NAD83 / Wisconsin South (m)",NaN
1600,Coordinate Reference System,32155,7301,"NAD83 / Wyoming East (m)",NaN
1601,Coordinate Reference System,32156,7301,"NAD83 / Wyoming East Central (m)",NaN
1602,Coordinate Reference System,32158,7301,"NAD83 / Wyoming West (m)",NaN
1603,Coordinate Reference System,32157,7301,"NAD83 / Wyoming West Central (m)",NaN
7847,Coordinate Reference System,4152,7301,"NAD83(1992 AK)",NaN
7837,Coordinate Reference System,4956,7301,"NAD83(1992 AK)",NaN
7842,Coordinate Reference System,4957,7301,"NAD83(1992 AK)",NaN
7839,Coordinate Reference System,4956,7301,"NAD83(1993 AS)",NaN
7844,Coordinate Reference System,4957,7301,"NAD83(1993 AS)",NaN
7849,Coordinate Reference System,4152,7301,"NAD83(1993 AS)",NaN
7850,Coordinate Reference System,4152,7301,"NAD83(1993 GU)",NaN
7845,Coordinate Reference System,4957,7301,"NAD83(1993 GU)",NaN
7840,Coordinate Reference System,4956,7301,"NAD83(1993 GU)",NaN
7838,Coordinate Reference System,4956,7301,"NAD83(1993 HI)",NaN
7843,Coordinate Reference System,4957,7301,"NAD83(1993 HI)",NaN
7848,Coordinate Reference System,4152,7301,"NAD83(1993 HI)",NaN
7841,Coordinate Reference System,4956,7301,"NAD83(1993 PRVI)",NaN
7846,Coordinate Reference System,4957,7301,"NAD83(1993 PRVI)",NaN
7851,Coordinate Reference System,4152,7301,"NAD83(1993 PRVI)",NaN
7803,Coordinate Reference System,8544,7301,"NAD83(1997 PRVI)",NaN
7804,Coordinate Reference System,8545,7301,"NAD83(1997 PRVI)",NaN
7823,Coordinate Reference System,8543,7301,"NAD83(1997 PRVI)",NaN
7895,Coordinate Reference System,8860,7301,"NAD83(2002 AS)",NaN
7820,Coordinate Reference System,8449,7301,"NAD83(2002 AS)",NaN
7813,Coordinate Reference System,8541,7301,"NAD83(2002 AS)",NaN
7815,Coordinate Reference System,8542,7301,"NAD83(2002 AS)",NaN
7896,Coordinate Reference System,8860,7301,"NAD83(2002 GU)",NaN
7821,Coordinate Reference System,8449,7301,"NAD83(2002 GU)",NaN
7816,Coordinate Reference System,8542,7301,"NAD83(2002 GU)",NaN
7814,Coordinate Reference System,8541,7301,"NAD83(2002 GU)",NaN
7894,Coordinate Reference System,8860,7301,"NAD83(2002 PRVI)",NaN
7822,Coordinate Reference System,8541,7301,"NAD83(2002 PRVI)",NaN
7818,Coordinate Reference System,8542,7301,"NAD83(2002 PRVI)",NaN
7661,Coordinate Reference System,8449,7301,"NAD83(2002 PRVI)",NaN
3840,Coordinate Reference System,3643,7301,"NAD83(2007) / Oregon LCC (m)",NaN
30324,Coordinate Reference System,6355,7301,"NAD83(2011) / Alabama East (m)",NaN
30327,Coordinate Reference System,6356,7301,"NAD83(2011) / Alabama West (m)",NaN
30332,Coordinate Reference System,6394,7301,"NAD83(2011) / Alaska zone 1 (m)",NaN
30372,Coordinate Reference System,6403,7301,"NAD83(2011) / Alaska zone 10 (m)",NaN
30321,Coordinate Reference System,6395,7301,"NAD83(2011) / Alaska zone 2 (m)",NaN
30337,Coordinate Reference System,6396,7301,"NAD83(2011) / Alaska zone 3 (m)",NaN
30342,Coordinate Reference System,6397,7301,"NAD83(2011) / Alaska zone 4 (m)",NaN
30347,Coordinate Reference System,6398,7301,"NAD83(2011) / Alaska zone 5 (m)",NaN
30352,Coordinate Reference System,6399,7301,"NAD83(2011) / Alaska zone 6 (m)",NaN
30357,Coordinate Reference System,6400,7301,"NAD83(2011) / Alaska zone 7 (m)",NaN
30362,Coordinate Reference System,6401,7301,"NAD83(2011) / Alaska zone 8 (m)",NaN
30367,Coordinate Reference System,6402,7301,"NAD83(2011) / Alaska zone 9 (m)",NaN
30377,Coordinate Reference System,6404,7301,"NAD83(2011) / Arizona Central (m)",NaN
30385,Coordinate Reference System,6406,7301,"NAD83(2011) / Arizona East (m)",NaN
30393,Coordinate Reference System,6408,7301,"NAD83(2011) / Arizona West (m)",NaN
30401,Coordinate Reference System,6410,7301,"NAD83(2011) / Arkansas North (m)",NaN
30409,Coordinate Reference System,6412,7301,"NAD83(2011) / Arkansas South (m)",NaN
30428,Coordinate Reference System,6415,7301,"NAD83(2011) / California zone 1 (m)",NaN
30436,Coordinate Reference System,6417,7301,"NAD83(2011) / California zone 2 (m)",NaN
30444,Coordinate Reference System,6419,7301,"NAD83(2011) / California zone 3 (m)",NaN
30452,Coordinate Reference System,6421,7301,"NAD83(2011) / California zone 4 (m)",NaN
30463,Coordinate Reference System,6423,7301,"NAD83(2011) / California zone 5 (m)",NaN
30476,Coordinate Reference System,6425,7301,"NAD83(2011) / California zone 6 (m)",NaN
30484,Coordinate Reference System,6427,7301,"NAD83(2011) / Colorado Central (m)",NaN
30492,Coordinate Reference System,6429,7301,"NAD83(2011) / Colorado North (m)",NaN
30500,Coordinate Reference System,6431,7301,"NAD83(2011) / Colorado South (m)",NaN
30511,Coordinate Reference System,6433,7301,"NAD83(2011) / Connecticut (m)",NaN
30519,Coordinate Reference System,6435,7301,"NAD83(2011) / Delaware (m)",NaN
30527,Coordinate Reference System,6437,7301,"NAD83(2011) / Florida East (m)",NaN
30538,Coordinate Reference System,6440,7301,"NAD83(2011) / Florida North (m)",NaN
30546,Coordinate Reference System,6442,7301,"NAD83(2011) / Florida West (m)",NaN
30554,Coordinate Reference System,6444,7301,"NAD83(2011) / Georgia East (m)",NaN
30562,Coordinate Reference System,6446,7301,"NAD83(2011) / Georgia West (m)",NaN
6216,Coordinate Reference System,7057,7301,"NAD83(2011) / IaRCS zone 1 Spencer",NaN
6248,Coordinate Reference System,7066,7301,"NAD83(2011) / IaRCS zone 10 Cedar Rapids",NaN
6250,Coordinate Reference System,7067,7301,"NAD83(2011) / IaRCS zone 11 Dubuque-Davenport",NaN
6252,Coordinate Reference System,7068,7301,"NAD83(2011) / IaRCS zone 12 Red Oak-Ottumwa",NaN
6254,Coordinate Reference System,7069,7301,"NAD83(2011) / IaRCS zone 13 Fairfield",NaN
6256,Coordinate Reference System,7070,7301,"NAD83(2011) / IaRCS zone 14 Burlington",NaN
6224,Coordinate Reference System,7058,7301,"NAD83(2011) / IaRCS zone 2 Mason City",NaN
6228,Coordinate Reference System,7059,7301,"NAD83(2011) / IaRCS zone 3 Elkader",NaN
6232,Coordinate Reference System,7060,7301,"NAD83(2011) / IaRCS zone 4 Sioux City-Iowa Falls",NaN
6236,Coordinate Reference System,7061,7301,"NAD83(2011) / IaRCS zone 5 Waterloo",NaN
6240,Coordinate Reference System,7062,7301,"NAD83(2011) / IaRCS zone 6 Council Bluffs",NaN
6242,Coordinate Reference System,7063,7301,"NAD83(2011) / IaRCS zone 7 Carroll-Atlantic",NaN
6244,Coordinate Reference System,7064,7301,"NAD83(2011) / IaRCS zone 8 Ames-Des Moines",NaN
6246,Coordinate Reference System,7065,7301,"NAD83(2011) / IaRCS zone 9 Newton",NaN
30570,Coordinate Reference System,6448,7301,"NAD83(2011) / Idaho Central (m)",NaN
30578,Coordinate Reference System,6450,7301,"NAD83(2011) / Idaho East (m)",NaN
30586,Coordinate Reference System,6452,7301,"NAD83(2011) / Idaho West (m)",NaN
30594,Coordinate Reference System,6454,7301,"NAD83(2011) / Illinois East (m)",NaN
30602,Coordinate Reference System,6456,7301,"NAD83(2011) / Illinois West (m)",NaN
30610,Coordinate Reference System,6458,7301,"NAD83(2011) / Indiana East (m)",NaN
30618,Coordinate Reference System,6460,7301,"NAD83(2011) / Indiana West (m)",NaN
6493,Coordinate Reference System,7266,7301,"NAD83(2011) / InGCS Blackford (ftUS)",NaN
6483,Coordinate Reference System,7265,7301,"NAD83(2011) / InGCS Blackford (m)",NaN
6438,Coordinate Reference System,7268,7301,"NAD83(2011) / InGCS Boone (ftUS)",NaN
6313,Coordinate Reference System,7267,7301,"NAD83(2011) / InGCS Boone (m)",NaN
6508,Coordinate Reference System,7276,7301,"NAD83(2011) / InGCS Clark (ftUS)",NaN
6495,Coordinate Reference System,7275,7301,"NAD83(2011) / InGCS Clark (m)",NaN
6485,Coordinate Reference System,7282,7301,"NAD83(2011) / InGCS Crawford (ftUS)",NaN
6463,Coordinate Reference System,7281,7301,"NAD83(2011) / InGCS Crawford (m)",NaN
6520,Coordinate Reference System,7284,7301,"NAD83(2011) / InGCS Daviess (ftUS)",NaN
6504,Coordinate Reference System,7283,7301,"NAD83(2011) / InGCS Daviess (m)",NaN
6535,Coordinate Reference System,7286,7301,"NAD83(2011) / InGCS Dearborn (ftUS)",NaN
6527,Coordinate Reference System,7285,7301,"NAD83(2011) / InGCS Dearborn (m)",NaN
6548,Coordinate Reference System,7288,7301,"NAD83(2011) / InGCS Decatur (ftUS)",NaN
6542,Coordinate Reference System,7287,7301,"NAD83(2011) / InGCS Decatur (m)",NaN
6494,Coordinate Reference System,7266,7301,"NAD83(2011) / InGCS Delaware (ftUS)",NaN
6484,Coordinate Reference System,7265,7301,"NAD83(2011) / InGCS Delaware (m)",NaN
6564,Coordinate Reference System,7292,7301,"NAD83(2011) / InGCS Dubois (ftUS)",NaN
6558,Coordinate Reference System,7291,7301,"NAD83(2011) / InGCS Dubois (m)",NaN
6459,Coordinate Reference System,7294,7301,"NAD83(2011) / InGCS Elkhart (ftUS)",NaN
6571,Coordinate Reference System,7293,7301,"NAD83(2011) / InGCS Elkhart (m)",NaN
6523,Coordinate Reference System,7296,7301,"NAD83(2011) / InGCS Fayette (ftUS)",NaN
6477,Coordinate Reference System,7295,7301,"NAD83(2011) / InGCS Fayette (m)",NaN
6510,Coordinate Reference System,7276,7301,"NAD83(2011) / InGCS Floyd (ftUS)",NaN
6497,Coordinate Reference System,7275,7301,"NAD83(2011) / InGCS Floyd (m)",NaN
6532,Coordinate Reference System,7298,7301,"NAD83(2011) / InGCS Fountain (ftUS)",NaN
6500,Coordinate Reference System,7297,7301,"NAD83(2011) / InGCS Fountain (m)",NaN
6524,Coordinate Reference System,7296,7301,"NAD83(2011) / InGCS Franklin (ftUS)",NaN
6488,Coordinate Reference System,7295,7301,"NAD83(2011) / InGCS Franklin (m)",NaN
6562,Coordinate Reference System,7300,7301,"NAD83(2011) / InGCS Fulton (ftUS)",NaN
6546,Coordinate Reference System,7299,7301,"NAD83(2011) / InGCS Fulton (m)",NaN
6521,Coordinate Reference System,7284,7301,"NAD83(2011) / InGCS Greene (ftUS)",NaN
6512,Coordinate Reference System,7283,7301,"NAD83(2011) / InGCS Greene (m)",NaN
6594,Coordinate Reference System,7306,7301,"NAD83(2011) / InGCS Hamilton (ftUS)",NaN
6588,Coordinate Reference System,7305,7301,"NAD83(2011) / InGCS Hamilton (m)",NaN
6607,Coordinate Reference System,7308,7301,"NAD83(2011) / InGCS Hancock (ftUS)",NaN
6600,Coordinate Reference System,7307,7301,"NAD83(2011) / InGCS Hancock (m)",NaN
6554,Coordinate Reference System,7310,7301,"NAD83(2011) / InGCS Harrison (ftUS)",NaN
6516,Coordinate Reference System,7309,7301,"NAD83(2011) / InGCS Harrison (m)",NaN
6446,Coordinate Reference System,7268,7301,"NAD83(2011) / InGCS Hendricks (ftUS)",NaN
6314,Coordinate Reference System,7267,7301,"NAD83(2011) / InGCS Hendricks (m)",NaN
6598,Coordinate Reference System,7314,7301,"NAD83(2011) / InGCS Howard (ftUS)",NaN
6586,Coordinate Reference System,7313,7301,"NAD83(2011) / InGCS Howard (m)",NaN
6584,Coordinate Reference System,7316,7301,"NAD83(2011) / InGCS Huntington (ftUS)",NaN
6539,Coordinate Reference System,7315,7301,"NAD83(2011) / InGCS Huntington (m)",NaN
6619,Coordinate Reference System,7320,7301,"NAD83(2011) / InGCS Jasper (ftUS)",NaN
6613,Coordinate Reference System,7319,7301,"NAD83(2011) / InGCS Jasper (m)",NaN
6627,Coordinate Reference System,7328,7301,"NAD83(2011) / InGCS Johnson (ftUS)",NaN
6616,Coordinate Reference System,7327,7301,"NAD83(2011) / InGCS Johnson (m)",NaN
6468,Coordinate Reference System,7294,7301,"NAD83(2011) / InGCS Kosciusko (ftUS)",NaN
6572,Coordinate Reference System,7293,7301,"NAD83(2011) / InGCS Kosciusko (m)",NaN
6644,Coordinate Reference System,7332,7301,"NAD83(2011) / InGCS LaGrange (ftUS)",NaN
6511,Coordinate Reference System,7276,7301,"NAD83(2011) / InGCS Scott (ftUS)",NaN
6498,Coordinate Reference System,7275,7301,"NAD83(2011) / InGCS Scott (m)",NaN
6567,Coordinate Reference System,7300,7301,"NAD83(2011) / InGCS St. Joseph (ftUS)",NaN
6552,Coordinate Reference System,7299,7301,"NAD83(2011) / InGCS St. Joseph (m)",NaN
6657,Coordinate Reference System,7336,7301,"NAD83(2011) / InGCS Starke (ftUS)",NaN
6647,Coordinate Reference System,7335,7301,"NAD83(2011) / InGCS Starke (m)",NaN
6537,Coordinate Reference System,7286,7301,"NAD83(2011) / InGCS Switzerland (ftUS)",NaN
6529,Coordinate Reference System,7285,7301,"NAD83(2011) / InGCS Switzerland (m)",NaN
6704,Coordinate Reference System,7364,7301,"NAD83(2011) / InGCS Tippecanoe (ftUS)",NaN
6696,Coordinate Reference System,7363,7301,"NAD83(2011) / InGCS Tippecanoe (m)",NaN
6595,Coordinate Reference System,7306,7301,"NAD83(2011) / InGCS Tipton (ftUS)",NaN
6589,Coordinate Reference System,7305,7301,"NAD83(2011) / InGCS Tipton (m)",NaN
6525,Coordinate Reference System,7296,7301,"NAD83(2011) / InGCS Union (ftUS)",NaN
6499,Coordinate Reference System,7295,7301,"NAD83(2011) / InGCS Union (m)",NaN
6666,Coordinate Reference System,7344,7301,"NAD83(2011) / InGCS Vermillion (ftUS)",NaN
6635,Coordinate Reference System,7343,7301,"NAD83(2011) / InGCS Vermillion (m)",NaN
6469,Coordinate Reference System,7294,7301,"NAD83(2011) / InGCS Wabash (ftUS)",NaN
6573,Coordinate Reference System,7293,7301,"NAD83(2011) / InGCS Wabash (m)",NaN
6533,Coordinate Reference System,7298,7301,"NAD83(2011) / InGCS Warren (ftUS)",NaN
6514,Coordinate Reference System,7297,7301,"NAD83(2011) / InGCS Warren (m)",NaN
6685,Coordinate Reference System,7348,7301,"NAD83(2011) / InGCS Warrick (ftUS)",NaN
6679,Coordinate Reference System,7347,7301,"NAD83(2011) / InGCS Warrick (m)",NaN
6555,Coordinate Reference System,7310,7301,"NAD83(2011) / InGCS Washington (ftUS)",NaN
6530,Coordinate Reference System,7309,7301,"NAD83(2011) / InGCS Washington (m)",NaN
6687,Coordinate Reference System,7352,7301,"NAD83(2011) / InGCS Wayne (ftUS)",NaN
6675,Coordinate Reference System,7351,7301,"NAD83(2011) / InGCS Wayne (m)",NaN
6705,Coordinate Reference System,7364,7301,"NAD83(2011) / InGCS White (ftUS)",NaN
6698,Coordinate Reference System,7363,7301,"NAD83(2011) / InGCS White (m)",NaN
6591,Coordinate Reference System,7316,7301,"NAD83(2011) / InGCS Whitley (ftUS)",NaN
6540,Coordinate Reference System,7315,7301,"NAD83(2011) / InGCS Whitley (m)",NaN
30626,Coordinate Reference System,6462,7301,"NAD83(2011) / Iowa North (m)",NaN
30636,Coordinate Reference System,6464,7301,"NAD83(2011) / Iowa South (m)",NaN
3697,Coordinate Reference System,6924,7301,"NAD83(2011) / Kansas LCC (m)",NaN
30644,Coordinate Reference System,6466,7301,"NAD83(2011) / Kansas North (m)",NaN
30652,Coordinate Reference System,6468,7301,"NAD83(2011) / Kansas South (m)",NaN
30660,Coordinate Reference System,6470,7301,"NAD83(2011) / Kentucky North (m)",NaN
30676,Coordinate Reference System,6472,7301,"NAD83(2011) / Kentucky Single Zone (m)",NaN
30687,Coordinate Reference System,6474,7301,"NAD83(2011) / Kentucky South (m)",NaN
4027,Coordinate Reference System,8518,7301,"NAD83(2011) / KS RCS zone 1 Goodland",NaN
7644,Coordinate Reference System,8527,7301,"NAD83(2011) / KS RCS zone 10 Atchison",NaN
7646,Coordinate Reference System,8528,7301,"NAD83(2011) / KS RCS zone 11 Kansas City",NaN
7648,Coordinate Reference System,8529,7301,"NAD83(2011) / KS RCS zone 12 Ulysses",NaN
7650,Coordinate Reference System,8531,7301,"NAD83(2011) / KS RCS zone 13 Garden City",NaN
7652,Coordinate Reference System,8533,7301,"NAD83(2011) / KS RCS zone 14 Dodge City",NaN
7654,Coordinate Reference System,8534,7301,"NAD83(2011) / KS RCS zone 15 Larned",NaN
7656,Coordinate Reference System,8535,7301,"NAD83(2011) / KS RCS zone 16 Pratt",NaN
7658,Coordinate Reference System,8536,7301,"NAD83(2011) / KS RCS zone 17 Wichita",NaN
7608,Coordinate Reference System,8538,7301,"NAD83(2011) / KS RCS zone 18 Arkansas City",NaN
7626,Coordinate Reference System,8539,7301,"NAD83(2011) / KS RCS zone 19 Coffeyville",NaN
7614,Coordinate Reference System,8519,7301,"NAD83(2011) / KS RCS zone 2 Colby",NaN
7634,Coordinate Reference System,8540,7301,"NAD83(2011) / KS RCS zone 20 Pittsburg",NaN
7622,Coordinate Reference System,8520,7301,"NAD83(2011) / KS RCS zone 3 Oberlin",NaN
7628,Coordinate Reference System,8521,7301,"NAD83(2011) / KS RCS zone 4 Hays",NaN
7632,Coordinate Reference System,8522,7301,"NAD83(2011) / KS RCS zone 5 Great Bend",NaN
7636,Coordinate Reference System,8523,7301,"NAD83(2011) / KS RCS zone 6 Beloit",NaN
7638,Coordinate Reference System,8524,7301,"NAD83(2011) / KS RCS zone 7 Salina",NaN
7640,Coordinate Reference System,8525,7301,"NAD83(2011) / KS RCS zone 8 Manhattan",NaN
7642,Coordinate Reference System,8526,7301,"NAD83(2011) / KS RCS zone 9 Emporia",NaN
30695,Coordinate Reference System,6476,7301,"NAD83(2011) / Louisiana North (m)",NaN
30703,Coordinate Reference System,6478,7301,"NAD83(2011) / Louisiana South (m)",NaN
30712,Coordinate Reference System,6480,7301,"NAD83(2011) / Maine CS2000 Central (m)",NaN
30719,Coordinate Reference System,6481,7301,"NAD83(2011) / Maine CS2000 East (m)",NaN
30726,Coordinate Reference System,6482,7301,"NAD83(2011) / Maine CS2000 West (m)",NaN
30739,Coordinate Reference System,6484,7301,"NAD83(2011) / Maine CS83 East (ftUS)",NaN
30733,Coordinate Reference System,6483,7301,"NAD83(2011) / Maine CS83 East (m)",NaN
30751,Coordinate Reference System,6486,7301,"NAD83(2011) / Maine CS83 West (ftUS)",NaN
30745,Coordinate Reference System,6485,7301,"NAD83(2011) / Maine West (m)",NaN
30756,Coordinate Reference System,6487,7301,"NAD83(2011) / Maryland (m)",NaN
30764,Coordinate Reference System,6489,7301,"NAD83(2011) / Massachusetts Island (m)",NaN
30772,Coordinate Reference System,6491,7301,"NAD83(2011) / Massachusetts Mainland (m)",NaN
6637,Coordinate Reference System,7331,7301,"NAD83(2011) / InGCS LaGrange (m)",NaN
6629,Coordinate Reference System,7334,7301,"NAD83(2011) / InGCS Lake (ftUS)",NaN
6609,Coordinate Reference System,7333,7301,"NAD83(2011) / InGCS Lake (m)",NaN
6655,Coordinate Reference System,7336,7301,"NAD83(2011) / InGCS LaPorte (ftUS)",NaN
6641,Coordinate Reference System,7335,7301,"NAD83(2011) / InGCS LaPorte (m)",NaN
6486,Coordinate Reference System,7282,7301,"NAD83(2011) / InGCS Lawrence (ftUS)",NaN
6466,Coordinate Reference System,7281,7301,"NAD83(2011) / InGCS Lawrence (m)",NaN
6608,Coordinate Reference System,7308,7301,"NAD83(2011) / InGCS Madison (ftUS)",NaN
6602,Coordinate Reference System,7307,7301,"NAD83(2011) / InGCS Madison (m)",NaN
6628,Coordinate Reference System,7328,7301,"NAD83(2011) / InGCS Marion (ftUS)",NaN
6617,Coordinate Reference System,7327,7301,"NAD83(2011) / InGCS Marion (m)",NaN
6566,Coordinate Reference System,7300,7301,"NAD83(2011) / InGCS Marshall (ftUS)",NaN
6550,Coordinate Reference System,7299,7301,"NAD83(2011) / InGCS Marshall (m)",NaN
6565,Coordinate Reference System,7292,7301,"NAD83(2011) / InGCS Martin (ftUS)",NaN
6559,Coordinate Reference System,7291,7301,"NAD83(2011) / InGCS Martin (m)",NaN
6603,Coordinate Reference System,7314,7301,"NAD83(2011) / InGCS Miami (ftUS)",NaN
